"INDUSTRY_CATEGORY","TICKER"
"Diversified Services","RHI"
"Real Estate","RHP"
"Computer Software & Services","RHT"
"Food & Beverage","RIBT"
"Food & Beverage","RIBTW"
"Leisure","RICK"
"Financial Services","RIF"
"Energy","RIG"
"Drugs","RIGL"
"Financial Services","RILY"
"Metals & Mining","RIO"
"Health Services","RIOT"
"Banking","RIVE"
"Financial Services","RJF"
"Chemicals","RKDA"
"Consumer NonDurables","RL"
"Transportation","RLGT"
"Transportation","RLGTpA"
"Real Estate","RLGY"
"Leisure","RLH"
"Insurance","RLI"
"Real Estate","RLJ"
"Media","RLJE"
"Real Estate","RLJpA"
"Metals & Mining","RLM"
"Financial Services","RM"
"Real Estate","RMAX"
"Computer Software & Services","RMBL"
"Electronics","RMBS"
"Food & Beverage","RMCF"
"Health Services","RMD"
"Diversified Services","RMGN"
"Diversified Services","RMNI"
"Diversified Services","RMR"
"Financial Services","RMT"
"Drugs","RMTI"
"Banking","RNDB"
"Telecommunications","RNET"
"Computer Software & Services","RNG"
"Energy","RNGR"
"Drugs","RNN"
"Financial Services","RNP"
"Insurance","RNR"
"Insurance","RNRpC"
"Insurance","RNRpE"
"Insurance","RNRpF"
"Banking","RNST"
"Computer Software & Services","RNWK"
"Metals & Mining","ROCK"
"Financial Services","RODM"
"Electronics","ROG"
"Real Estate","ROIC"
"Manufacturing","ROK"
"Diversified Services","ROL"
"Manufacturing","ROLL"
"Manufacturing","ROP"
"Energy","ROSE"
"Energy","ROSEU"
"Energy","ROSEW"
"Retail","ROST"
"Food & Beverage","ROX"
"Energy","ROYT"
"Computer Software & Services","RP"
"Real Estate","RPAI"
"Computer Software & Services","RPD"
"Chemicals","RPM"
"Real Estate","RPT"
"Real Estate","RPTpD"
"Financial Services","RQI"
"Energy","RRC"
"Diversified Services","RRD"
"Leisure","RRGB"
"Diversified Services","RRR"
"Transportation","RRTS"
"Metals & Mining","RS"
"Materials & Construction","RSG"
"Health Services","RSLS"
"Computer Software & Services","RST"
"Computer Hardware","RSYS"
"Electronics","RTEC"
"Health Services","RTIX"
"Aerospace/Defense","RTN"
"Drugs","RTRX"
"Drugs","RTTR"
"Computer Software & Services","RUBI"
"Electronics","RUN"
"Specialty Retail","RUSHA"
"Specialty Retail","RUSHB"
"Leisure","RUTH"
"Real Estate","RVEN"
"Electronics","RVLT"
"Drugs","RVNC"
"Health Services","RVP"
"Banking","RVSB"
"Financial Services","RVT"
"Health Services","RWLK"
"Real Estate","RWT"
"Drugs","RXII"
"Drugs","RXIIW"
"Manufacturing","RXN"
"Manufacturing","RXNpA"
"Banking","RY"
"Transportation","RYAAY"
"Chemicals","RYAM"
"Chemicals","RYAMpA"
"Manufacturing","RYI"
"Materials & Construction","RYN"
"Banking","RYpT"
"Drugs","RYTM"
"Telecommunications","S"
"Metals & Mining","SA"
"Computer Software & Services","SABR"
"Real Estate","SACH"
"Energy","SAEX"
"Real Estate","SAFE"
"Food & Beverage","SAFM"
"Insurance","SAFT"
"Drugs","SAGE"
"Specialty Retail","SAH"
"Transportation","SAIA"
"Computer Software & Services","SAIC"
"Banking","SAL"
"Media","SALM"
"Transportation","SALT"
"Food & Beverage","SAM"
"Financial Services","SAMG"
"Banking","SAN"
"Metals & Mining","SAND"
"Electronics","SANM"
"Banking","SANpB"
"Food & Beverage","SANW"
"Computer Software & Services","SAP"
"Financial Services","SAR"
"Banking","SASR"
"Telecommunications","SATS"
"Leisure","SAUC"
"Transportation","SAVE"
"Transportation","SB"
"Telecommunications","SBAC"
"Drugs","SBBP"
"Banking","SBBX"
"Banking","SBCF"
"Banking","SBFG"
"Banking","SBFGP"
"Media","SBGI"
"Metals & Mining","SBGL"
"Specialty Retail","SBH"
"Financial Services","SBI"
"Transportation","SBLK"
"Banking","SBNY"
"Banking","SBNYW"
"Drugs","SBOT"
"Energy","SBOW"
"Transportation","SBpC"
"Transportation","SBpD"
"Drugs","SBPH"
"Financial Services","SBR"
"Real Estate","SBRA"
"Utilities","SBS"
"Banking","SBSI"
"Leisure","SBUX"
"Real Estate","SC"
"Conglomerates","SCAC"
"Conglomerates","SCACU"
"Conglomerates","SCACW"
"Metals & Mining","SCCO"
"Financial Services","SCD"
"Utilities","SCEpB"
"Utilities","SCEpC"
"Utilities","SCEpD"
"Utilities","SCEpE"
"Utilities","SCG"
"Health Services","SCHK"
"Media","SCHL"
"Metals & Mining","SCHN"
"Financial Services","SCHW"
"Financial Services","SCHWpC"
"Financial Services","SCHWpD"
"Diversified Services","SCI"
"Manufacturing","SCIX"
"Computer Hardware","SCKT"
"Consumer NonDurables","SCL"
"Financial Services","SCM"
"Electronics","SCON"
"Diversified Services","SCOR"
"Consumer Durables","SCS"
"Computer Software & Services","SCSC"
"Retail","SCVL"
"Computer Software & Services","SCWX"
"Manufacturing","SCX"
"Drugs","SCYX"
"Energy","SD"
"Tobacco","SDI"
"Energy","SDLP"
"Energy","SDPI"
"Energy","SDR"
"Energy","SDRL"
"Energy","SDT"
"Computer Software & Services","SEAC"
"Leisure","SEAS"
"Conglomerates","SEB"
"Electronics","SEDG"
"Consumer NonDurables","SEE"
"Food & Beverage","SEED"
"Financial Services","SEIC"
"Manufacturing","SEII"
"Drugs","SELB"
"Real Estate","SELF"
"Health Services","SEM"
"Energy","SEMG"
"Food & Beverage","SENEA"
"Food & Beverage","SENEB"
"Electronics","SENS"
"Energy","SEP"
"Diversified Services","SERV"
"Diversified Services","SERV WI"
"Chemicals","SES"
"Drugs","SESN"
"Financial Services","SF"
"Banking","SFBC"
"Banking","SFBS"
"Financial Services","SFE"
"Transportation","SFL"
"Diversified Services","SFLY"
"Retail","SFM"
"Banking","SFNC"
"Financial Services","SFpA"
"Retail","SFS"
"Banking","SFST"
"Internet","SFUN"
"Media","SGA"
"Banking","SGB"
"Materials & Construction","SGBX"
"Consumer NonDurables","SGC"
"Drugs","SGEN"
"Banking","SGGB"
"Electronics","SGH"
"Manufacturing","SGLB"
"Manufacturing","SGLBW"
"Electronics","SGMA"
"Drugs","SGMO"
"Leisure","SGMS"
"Consumer Durables","SGOC"
"Diversified Services","SGRP"
"Health Services","SGRY"
"Energy","SGU"
"Drugs","SGYP"
"Leisure","SHAK"
"Banking","SHBI"
"Manufacturing","SHE"
"Telecommunications","SHEN"
"Banking","SHG"
"Energy","SHI"
"Transportation","SHIP"
"Transportation","SHIPW"
"Retail","SHLD"
"Retail","SHLDW"
"Manufacturing","SHLO"
"Energy","SHLX"
"Real Estate","SHO"
"Consumer NonDurables","SHOO"
"Computer Software & Services","SHOP"
"Real Estate","SHOpE"
"Real Estate","SHOpF"
"Retail","SHOS"
"Drugs","SHPG"
"Computer Software & Services","SHSP"
"Chemicals","SHW"
"Metals & Mining","SID"
"Financial Services","SIEB"
"Health Services","SIEN"
"Manufacturing","SIF"
"Banking","SIFI"
"Internet","SIFY"
"Specialty Retail","SIG"
"Drugs","SIGA"
"Insurance","SIGI"
"Computer Hardware","SILC"
"Metals & Mining","SIM"
"Electronics","SIMO"
"Internet","SINA"
"Transportation","SINO"
"Real Estate","SIR"
"Media","SIRI"
"Manufacturing","SITE"
"Telecommunications","SITO"
"Banking","SIVB"
"Leisure","SIX"
"Utilities","SJI"
"Utilities","SJIU"
"Food & Beverage","SJM"
"Media","SJR"
"Energy","SJT"
"Utilities","SJW"
"Leisure","SKIS"
"Telecommunications","SKM"
"Real Estate","SKT"
"Consumer NonDurables","SKX"
"Materials & Construction","SKY"
"Utilities","SKYS"
"Transportation","SKYW"
"Electronics","SLAB"
"Energy","SLB"
"Metals & Mining","SLCA"
"Banking","SLCT"
"Insurance","SLF"
"Real Estate","SLG"
"Consumer NonDurables","SLGN"
"Real Estate","SLGpI"
"Financial Services","SLM"
"Financial Services","SLMBP"
"Drugs","SLNO"
"Drugs","SLNOW"
"Computer Software & Services","SLP"
"Financial Services","SLRC"
"Drugs","SLS"
"Real Estate","SLVO"
"Transportation","SLYG"
"Energy","SM"
"Banking","SMBC"
"Banking","SMBK"
"Materials & Construction","SMED"
"Banking","SMFG"
"Chemicals","SMG"
"Electronics","SMI"
"Electronics","SMIT"
"Insurance","SMLF"
"Energy","SMLP"
"Banking","SMMF"
"Drugs","SMMT"
"Automotive","SMP"
"Food & Beverage","SMPL"
"Food & Beverage","SMPLW"
"Retail","SMRT"
"Computer Software & Services","SMSI"
"Electronics","SMTC"
"Electronics","SMTX"
"Energy","SN"
"Manufacturing","SNA"
"Internet","SNAP"
"Consumer Durables","SNBR"
"Computer Software & Services","SNCR"
"Metals & Mining","SND"
"Transportation","SNDR"
"Drugs","SNDX"
"Consumer Durables","SNE"
"Chemicals","SNES"
"Financial Services","SNFCA"
"Drugs","SNGX"
"Drugs","SNGXW"
"Real Estate","SNH"
"Manufacturing","SNHY"
"Energy","SNMP"
"Chemicals","SNMX"
"Health Services","SNN"
"Drugs","SNNA"
"Drugs","SNOA"
"Drugs","SNOAW"
"Energy","SNP"
"Electronics","SNPS"
"Real Estate","SNR"
"Drugs","SNSS"
"Banking","SNV"
"Banking","SNVpD"
"Diversified Services","SNX"
"Drugs","SNY"
"Utilities","SO"
"Food & Beverage","SODA"
"Computer Software & Services","SOFO"
"Real Estate","SOHO"
"Real Estate","SOHOB"
"Real Estate","SOHOO"
"Internet","SOHU"
"Energy","SOI"
"Electronics","SOL"
"Consumer NonDurables","SON"
"Banking","SONA"
"Leisure","SONC"
"Financial Services","SOR"
"Automotive","SORL"
"Diversified Services","SP"
"Electronics","SPA"
"Automotive","SPAR"
"Conglomerates","SPB"
"Computer Software & Services","SPCB"
"Financial Services","SPE"
"Financial Services","SPEpB"
"Diversified Services","SPEX"
"Real Estate","SPG"
"Diversified Services","SPGI"
"Real Estate","SPGpJ"
"Utilities","SPH"
"Drugs","SPHS"
"Electronics","SPI"
"Utilities","SPKE"
"Utilities","SPKEP"
"Computer Software & Services","SPLK"
"Conglomerates","SPLP"
"Conglomerates","SPLPpA"
"Media","SPMD"
"Energy","SPN"
"Health Services","SPNE"
"Computer Software & Services","SPNS"
"Telecommunications","SPOK"
"Drugs","SPPI"
"Aerospace/Defense","SPR"
"Internet","SPRT"
"Computer Software & Services","SPSC"
"Wholesale","SPTN"
"Diversified Services","SPTS"
"Consumer Durables","SPWH"
"Electronics","SPWR"
"Manufacturing","SPXC"
"Financial Services","SPXX"
"Internet","SQ"
"Consumer NonDurables","SQBG"
"Chemicals","SQM"
"Electronics","SQNS"
"Utilities","SR"
"Media","SRAX"
"Real Estate","SRC"
"Banking","SRCE"
"Energy","SRCI"
"Materials & Construction","SRCL"
"Materials & Construction","SRCLP"
"Real Estate","SRCpA"
"Drugs","SRDX"
"Utilities","SRE"
"Utilities","SREpA"
"Utilities","SREpB"
"Computer Software & Services","SREV"
"Real Estate","SRG"
"Real Estate","SRGpA"
"Automotive","SRI"
"Energy","SRLP"
"Drugs","SRNE"
"Drugs","SRPT"
"Drugs","SRRA"
"Diversified Services","SRT"
"Health Services","SRTS"
"Health Services","SRTSW"
"Financial Services","SRV"
"Banking","SSB"
"Banking","SSBI"
"Media","SSC"
"Manufacturing","SSD"
"Banking","SSFN"
"Retail","SSI"
"Health Services","SSKN"
"Energy","SSL"
"Computer Software & Services","SSNC"
"Diversified Services","SSNT"
"Media","SSP"
"Metals & Mining","SSRM"
"Computer Software & Services","SSTI"
"Diversified Services","SSTK"
"Transportation","SSW"
"Transportation","SSWpD"
"Transportation","SSWpE"
"Transportation","SSWpG"
"Transportation","SSWpH"
"Health Services","SSY"
"Computer Hardware","SSYS"
"Electronics","ST"
"Health Services","STAA"
"Diversified Services","STAF"
"Real Estate","STAG"
"Real Estate","STAGpC"
"Real Estate","STAR"
"Real Estate","STARpD"
"Real Estate","STARpG"
"Real Estate","STARpI"
"Leisure","STAY"
"Banking","STBA"
"Banking","STBZ"
"Insurance","STC"
"Transportation","STCN"
"Health Services","STE"
"Insurance","STFC"
"Banking","STI"
"Banking","STIpA"
"Banking","STI.WS.A"
"Banking","STI.WS.B"
"Computer Hardware","STK"
"Food & Beverage","STKL"
"Leisure","STKS"
"Banking","STL"
"Metals & Mining","STLD"
"Banking","STLpA"
"Conglomerates","STLR"
"Conglomerates","STLRU"
"Conglomerates","STLRW"
"Electronics","STM"
"Drugs","STML"
"Computer Software & Services","STMP"
"Diversified Services","STN"
"Banking","STND"
"Transportation","STNG"
"Diversified Services","STON"
"Real Estate","STOR"
"Diversified Services","STRA"
"Materials & Construction","STRL"
"Computer Software & Services","STRM"
"Real Estate","STRS"
"Automotive","STRT"
"Financial Services","STT"
"Financial Services","STTpC"
"Financial Services","STTpD"
"Financial Services","STTpE"
"Financial Services","STTpG"
"Real Estate","STWD"
"Computer Hardware","STX"
"Food & Beverage","STZ"
"Food & Beverage","STZ.B"
"Energy","SU"
"Real Estate","SUI"
"Materials & Construction","SUM"
"Consumer NonDurables","SUMR"
"Energy","SUN"
"Financial Services","SUNS"
"Telecommunications","SUNW"
"Automotive","SUP"
"Drugs","SUPN"
"Banking","SUPV"
"Drugs","SVA"
"Banking","SVBI"
"Drugs","SVRA"
"Manufacturing","SVT"
"Retail","SVU"
"Financial Services","SVVC"
"Telecommunications","SWIR"
"Manufacturing","SWK"
"Electronics","SWKS"
"Consumer NonDurables","SWM"
"Energy","SWN"
"Manufacturing","SWP"
"Utilities","SWX"
"Financial Services","SWZ"
"Metals & Mining","SXC"
"Metals & Mining","SXCP"
"Utilities","SXE"
"Manufacturing","SXI"
"Chemicals","SXT"
"Banking","SYBT"
"Drugs","SYBX"
"Financial Services","SYF"
"Health Services","SYK"
"Computer Software & Services","SYKE"
"Computer Software & Services","SYMC"
"Drugs","SYN"
"Computer Software & Services","SYNA"
"Internet","SYNC"
"Diversified Services","SYNH"
"Metals & Mining","SYNL"
"Computer Software & Services","SYNT"
"Automotive","SYPR"
"Drugs","SYRS"
"Computer Software & Services","SYX"
"Wholesale","SYY"
"Telecommunications","T"
"Specialty Retail","TA"
"Utilities","TAC"
"Leisure","TACO"
"Leisure","TACOW"
"Computer Hardware","TACT"
"Metals & Mining","TAHO"
"Wholesale","TAIT"
"Metals & Mining","TANH"
"Computer Software & Services","TAOP"
"Food & Beverage","TAP"
"Food & Beverage","TAP.A"
"Drugs","TARO"
"Leisure","TAST"
"Energy","TAT"
"Aerospace/Defense","TATT"
"Manufacturing","TAYD"
"Banking","TBBK"
"Diversified Services","TBI"
"Banking","TBK"
"Banking","TBNK"
"Drugs","TBPH"
"Banking","TCBI"
"Banking","TCBIP"
"Banking","TCBK"
"Telecommunications","TCCO"
"Banking","TCFC"
"Banking","TCFpD"
"Banking","TCF.WS"
"Financial Services","TCGP"
"Real Estate","TCI"
"Health Services","TCMD"
"Real Estate","TCO"
"Drugs","TCON"
"Real Estate","TCOpJ"
"Real Estate","TCOpK"
"Energy","TCP"
"Financial Services","TCPC"
"Financial Services","TCRD"
"Specialty Retail","TCS"
"Internet","TCX"
"Banking","TD"
"Computer Hardware","TDC"
"Financial Services","TDF"
"Aerospace/Defense","TDG"
"Computer Software & Services","TDOC"
"Telecommunications","TDS"
"Energy","TDW"
"Energy","TDW.WS.A"
"Energy","TDW.WS.B"
"Electronics","TDY"
"Computer Software & Services","TEAM"
"Wholesale","TECD"
"Drugs","TECH"
"Metals & Mining","TECK"
"Diversified Services","TEDU"
"Telecommunications","TEF"
"Financial Services","TEI"
"Electronics","TEL"
"Energy","TELL"
"Automotive","TEN"
"Drugs","TENX"
"Telecommunications","TEO"
"Electronics","TER"
"Utilities","TERP"
"Telecommunications","TESS"
"Computer Software & Services","TEUM"
"Drugs","TEVA"
"Manufacturing","TEX"
"Specialty Retail","TFIV"
"Banking","TFSL"
"Health Services","TFX"
"Consumer NonDurables","TG"
"Energy","TGA"
"Metals & Mining","TGB"
"Energy","TGC"
"Energy","TGE"
"Drugs","TGEN"
"Diversified Services","TGH"
"Aerospace/Defense","TGI"
"Materials & Construction","TGLS"
"Media","TGNA"
"Transportation","TGP"
"Transportation","TGPpA"
"Transportation","TGPpB"
"Utilities","TGS"
"Retail","TGT"
"Drugs","TGTX"
"Health Services","THC"
"Banking","THFF"
"Insurance","THG"
"Metals & Mining","THM"
"Automotive","THO"
"Financial Services","THQ"
"Manufacturing","THR"
"Automotive","THRM"
"Food & Beverage","THS"
"Food & Beverage","THST"
"Telecommunications","TI"
"Telecommunications","TI.A"
"Financial Services","TIAA4136042"
"Financial Services","TIAA4136078"
"Financial Services","TIAA4176557"
"Financial Services","TIAA4407506"
"Financial Services","TIAA4478983"
"Real Estate","TIER"
"Specialty Retail","TIF"
"Aerospace/Defense","TIK"
"Manufacturing","TILE"
"Insurance","TIPT"
"Consumer NonDurables","TIS"
"Computer Software & Services","TISA"
"Diversified Services","TISI"
"Wholesale","TITN"
"Media","TIVO"
"Retail","TJX"
"Transportation","TK"
"Specialty Retail","TKAT"
"Telecommunications","TKC"
"Manufacturing","TKR"
"Consumer NonDurables","TLF"
"Drugs","TLGT"
"Financial Services","TLI"
"Telecommunications","TLK"
"Computer Software & Services","TLND"
"Energy","TLP"
"Computer Software & Services","TLRA"
"Retail","TLRD"
"Retail","TLYS"
"Automotive","TM"
"Materials & Construction","TMHC"
"Insurance","TMK"
"Health Services","TMO"
"Banking","TMP"
"Metals & Mining","TMQ"
"Conglomerates","TMSR"
"Metals & Mining","TMST"
"Telecommunications","TMUS"
"Internet","TNAV"
"Manufacturing","TNC"
"Health Services","TNDM"
"Diversified Services","TNET"
"Transportation","TNK"
"Transportation","TNP"
"Transportation","TNPpB"
"Transportation","TNPpC"
"Transportation","TNPpD"
"Transportation","TNPpE"
"Transportation","TNPpF"
"Computer Software & Services","TNTR"
"Drugs","TNXP"
"Drugs","TOCA"
"Materials & Construction","TOL"
"Transportation","TOO"
"Transportation","TOOpA"
"Transportation","TOOpB"
"Transportation","TOOpE"
"Transportation","TOPS"
"Energy","TOT"
"Consumer Durables","TOUR"
"Banking","TOWN"
"Automotive","TOWR"
"Tobacco","TPB"
"Materials & Construction","TPC"
"Conglomerates","TPGH"
"Conglomerates","TPGH.U"
"Conglomerates","TPGH.WS"
"Materials & Construction","TPH"
"Real Estate","TPHS"
"Manufacturing","TPIC"
"Drugs","TPIV"
"Real Estate","TPL"
"Diversified Services","TPNL"
"Consumer NonDurables","TPR"
"Insurance","TPRE"
"Financial Services","TPVG"
"Consumer Durables","TPX"
"Food & Beverage","TR"
"Real Estate","TRC"
"Banking","TRCB"
"Energy","TRCH"
"Media","TRCO"
"Chemicals","TREC"
"Real Estate","TREE"
"Materials & Construction","TREX"
"Energy","TRGP"
"Computer Software & Services","TRHC"
"Media","TRI"
"Drugs","TRIB"
"Drugs","TRIL"
"Internet","TRIP"
"Leisure","TRK"
"Electronics","TRMB"
"Banking","TRMK"
"Transportation","TRN"
"Real Estate","TRNO"
"Electronics","TRNS"
"Health Services","TROV"
"Financial Services","TROW"
"Chemicals","TROX"
"Energy","TRP"
"Metals & Mining","TRQ"
"Manufacturing","TRS"
"Banking","TRST"
"Electronics","TRT"
"Diversified Services","TRTN"
"Real Estate","TRTX"
"Diversified Services","TRU"
"Internet","true"
"Insurance","TRUP"
"Insurance","TRV"
"Computer Software & Services","TRVG"
"Drugs","TRVN"
"Metals & Mining","TRX"
"Health Services","TRXC"
"Manufacturing","TS"
"Banking","TSBK"
"Banking","TSC"
"Banking","TSCAP"
"Specialty Retail","TSCO"
"Consumer NonDurables","TSE"
"Electronics","TSEM"
"Leisure","TSG"
"Financial Services","TSI"
"Automotive","TSLA"
"Real Estate","TSLX"
"Electronics","TSM"
"Food & Beverage","TSN"
"Media","TSQ"
"Computer Software & Services","TSRI"
"Drugs","TSRO"
"Financial Services","TSS"
"Internet","TST"
"Telecommunications","TSU"
"Manufacturing","TTC"
"Computer Software & Services","TTD"
"Diversified Services","TTEC"
"Diversified Services","TTEK"
"Internet","TTGT"
"Energy","TTI"
"Automotive","TTM"
"Electronics","TTMI"
"Drugs","TTNP"
"Health Services","TTOO"
"Drugs","TTPH"
"Retail","TTS"
"Computer Software & Services","TTWO"
"Telecommunications","TU"
"Retail","TUES"
"Consumer NonDurables","TUP"
"Real Estate","TURN"
"Energy","TUSK"
"Media","TV"
"Utilities","TVC"
"Banking","TVIX"
"Consumer Durables","TVPT"
"Health Services","TVTY"
"Manufacturing","TWI"
"Manufacturing","TWIN"
"Computer Software & Services","TWLO"
"Specialty Retail","TWMC"
"Financial Services","TWN"
"Real Estate","TWO"
"Real Estate","TWOpA"
"Real Estate","TWOpB"
"Real Estate","TWOpC"
"Computer Software & Services","TWOU"
"Internet","TWTR"
"Metals & Mining","TX"
"Drugs","TXMD"
"Electronics","TXN"
"Leisure","TXRH"
"Aerospace/Defense","TXT"
"Financial Services","TY"
"Financial Services","TYG"
"Drugs","TYHT"
"Computer Software & Services","TYL"
"Drugs","TYME"
"Financial Services","TYp"
"Computer Software & Services","TYPE"
"Internet","TZOO"
"Consumer NonDurables","UA"
"Consumer NonDurables","UAA"
"Transportation","UAL"
"Metals & Mining","UAMY"
"Chemicals","UAN"
"Financial Services","UAUD"
"Energy","UAVS"
"Real Estate","UBA"
"Banking","UBCP"
"Banking","UBFO"
"Banking","UBNK"
"Telecommunications","UBNT"
"Banking","UBOH"
"Real Estate","UBP"
"Real Estate","UBPpG"
"Real Estate","UBPpH"
"Banking","UBS"
"Banking","UBSH"
"Banking","UBSI"
"Banking","UCBA"
"Banking","UCBI"
"Banking","UCFC"
"Financial Services","UCHF"
"Insurance","UCI"
"Electronics","UCTT"
"Real Estate","UDR"
"Real Estate","UE"
"Metals & Mining","UEC"
"Consumer Durables","UEIC"
"Diversified Services","UEPS"
"Financial Services","UEUR"
"Automotive","UFAB"
"Insurance","UFCS"
"Manufacturing","UFI"
"Materials & Construction","UFPI"
"Consumer NonDurables","UFPT"
"Consumer NonDurables","UFS"
"Consumer NonDurables","UG"
"Financial Services","UGBP"
"Utilities","UGI"
"Banking","UGLD"
"Energy","UGP"
"Diversified Services","UHAL"
"Health Services","UHS"
"Real Estate","UHT"
"Insurance","UIHC"
"Computer Software & Services","UIS"
"Financial Services","UJPY"
"Consumer NonDurables","UL"
"Manufacturing","ULBI"
"Financial Services","ULBR"
"Transportation","ULH"
"Specialty Retail","ULTA"
"Internet","ULTI"
"Banking","UMBF"
"Electronics","UMC"
"Real Estate","UMH"
"Real Estate","UMHpB"
"Real Estate","UMHpC"
"Real Estate","UMHpD"
"Banking","UMPQ"
"Consumer NonDurables","UN"
"Insurance","UNAM"
"Banking","UNB"
"Consumer NonDurables","UNF"
"Wholesale","UNFI"
"Health Services","UNH"
"Real Estate","UNIT"
"Insurance","UNM"
"Transportation","UNP"
"Energy","UNT"
"Banking","UNTY"
"Chemicals","UNVR"
"Media","UONE"
"Media","UONEK"
"Energy","UPL"
"Computer Software & Services","UPLD"
"Transportation","UPS"
"Automotive","UQM"
"Retail","URBN"
"Metals & Mining","URG"
"Drugs","URGN"
"Diversified Services","URI"
"Financial Services","USA"
"Energy","USAC"
"Transportation","USAK"
"Metals & Mining","USAP"
"Computer Software & Services","USAT"
"Computer Software & Services","USATP"
"Computer Hardware","USAU"
"Banking","USB"
"Banking","USB4452282"
"Banking","USBpA"
"Banking","USBpH"
"Banking","USBpM"
"Banking","USBpO"
"Materials & Construction","USCR"
"Transportation","USDP"
"Energy","USEG"
"Wholesale","USFD"
"Materials & Construction","USG"
"Materials & Construction","USLM"
"Banking","USLV"
"Telecommunications","USM"
"Drugs","USNA"
"Financial Services","USOD"
"Health Services","USPH"
"Tobacco","UST"
"Financial Services","UTF"
"Financial Services","UTG"
"Drugs","UTHR"
"Diversified Services","UTI"
"Utilities","UTL"
"Health Services","UTMD"
"Telecommunications","UTSI"
"Aerospace/Defense","UTX"
"Financial Services","UUP"
"Diversified Services","UUU"
"Metals & Mining","UUUU"
"Metals & Mining","UUUU.WS"
"Insurance","UVE"
"Banking","UVSP"
"Tobacco","UVV"
"Leisure","UWN"
"Financial Services","UWT"
"Financial Services","V"
"Leisure","VAC"
"Metals & Mining","VALE"
"Media","VALU"
"Health Services","VAR"
"Financial Services","VBF"
"Banking","VBFC"
"Drugs","VBIV"
"Drugs","VBLT"
"Banking","VBTX"
"Automotive","VC"
"Drugs","VCEL"
"Financial Services","VCF"
"Telecommunications","VCRA"
"Financial Services","VCV"
"Drugs","VCYT"
"Conglomerates","VEAC"
"Conglomerates","VEACU"
"Conglomerates","VEACW"
"Diversified Services","VEC"
"Electronics","VECO"
"Metals & Mining","VEDL"
"Computer Software & Services","VEEV"
"Telecommunications","VEON"
"Real Estate","VER"
"Computer Software & Services","VERI"
"Real Estate","VERpF"
"Consumer NonDurables","VERU"
"Energy","VET"
"Consumer NonDurables","VFC"
"Financial Services","VFL"
"Telecommunications","VG"
"Financial Services","VGI"
"Financial Services","VGM"
"Tobacco","VGR"
"Metals & Mining","VGZ"
"Internet","VHC"
"Chemicals","VHI"
"Media","VIA"
"Media","VIAB"
"Electronics","VIAV"
"Drugs","VICL"
"Electronics","VICR"
"Banking","VIIX"
"Retail","VIPS"
"Consumer Durables","VIRC"
"Financial Services","VIRT"
"Diversified Services","VISI"
"Telecommunications","VIV"
"Health Services","VIVE"
"Drugs","VIVO"
"Computer Hardware","VJET"
"Financial Services","VKI"
"Financial Services","VKQ"
"Drugs","VKTX"
"Drugs","VKTXW"
"Retail","VLGEA"
"Energy","VLO"
"Energy","VLP"
"Transportation","VLRS"
"Health Services","VLRX"
"Financial Services","VLT"
"Banking","VLY"
"Banking","VLYPO"
"Banking","VLYPP"
"Banking","VLYWW"
"Materials & Construction","VMC"
"Manufacturing","VMI"
"Financial Services","VMM"
"Financial Services","VMO"
"Computer Software & Services","VMW"
"Consumer NonDurables","VNCE"
"Drugs","VNDA"
"Computer Software & Services","VNET"
"Real Estate","VNO"
"Energy","VNOM"
"Real Estate","VNOpK"
"Real Estate","VNOpL"
"Real Estate","VNOpM"
"Health Services","VNRX"
"Chemicals","VNTR"
"Energy","VOC"
"Telecommunications","VOD"
"Automotive","VOXX"
"Financial Services","VOYA"
"Electronics","VPG"
"Financial Services","VPV"
"Consumer NonDurables","VRA"
"Health Services","VRAY"
"Drugs","VRML"
"Drugs","VRNA"
"Computer Software & Services","VRNS"
"Computer Software & Services","VRNT"
"Consumer NonDurables","VRS"
"Diversified Services","VRSK"
"Internet","VRSN"
"Financial Services","VRTS"
"Financial Services","VRTSP"
"Computer Software & Services","VRTU"
"Consumer NonDurables","VRTV"
"Drugs","VRTX"
"Telecommunications","VSAT"
"Diversified Services","VSEC"
"Electronics","VSH"
"Specialty Retail","VSI"
"Electronics","VSLR"
"Chemicals","VSM"
"Utilities","VST"
"Drugs","VSTM"
"Consumer Durables","VSTO"
"Utilities","VST.WS.A"
"Financial Services","VTA"
"Drugs","VTGN"
"Drugs","VTL"
"Financial Services","VTN"
"Materials & Construction","VTNR"
"Real Estate","VTR"
"Real Estate","VTRB"
"Leisure","VTSI"
"Drugs","VTVT"
"Consumer Durables","VUZI"
"Utilities","VVC"
"Diversified Services","VVI"
"Conglomerates","VVPR"
"Financial Services","VVR"
"Drugs","VVUS"
"Energy","VVV"
"Drugs","VXRT"
"Banking","VXXB"
"Banking","VXZB"
"Drugs","VYGR"
"Telecommunications","VZ"
"Retail","W"
"Utilities","WAAS"
"Transportation","WAB"
"Banking","WABC"
"Banking","WAFD"
"Diversified Services","WAGE"
"Wholesale","WAIR"
"Banking","WAL"
"Banking","WASH"
"Health Services","WAT"
"Consumer Durables","WATT"
"Banking","WAYN"
"Internet","WB"
"Retail","WBA"
"Leisure","WBAI"
"Automotive","WBC"
"Banking","WBK"
"Banking","WBS"
"Banking","WBSpF"
"Manufacturing","WBT"
"Wholesale","WCC"
"Banking","WCFB"
"Health Services","WCG"
